review_date,review_title,author_active,location,overall_rating,recommends,outlook,review_text,pros,cons
2016-08-30,Finacial Advisor,,NA,2.0,Doesn't Recommend,NA,I worked at Principal Financial Group ,Awesome employees. Office moral was amazing,They train their advisors very little and offer no base salary after 3 months. It's nearly impossible not to starve as a new advisor.
2016-08-10,Can be a great place to work,,NA,4.0,Doesn't Recommend,Positive Outlook,I have been working at Principal Financial Group ,"Good work balance, insurance, some stock options and profit sharing.","To advance you have manage people, or in rare cases go an architecture route. There is no place for career paths for the technical."
2016-08-23,Individual Investor I,,NA,2.0,NA,NA,I have been working at Principal Financial Group ,do nice things for employees,management not supportive for their employees
2016-09-08,Sales and Marketing Coordinator,,NA,1.0,Doesn't Recommend,NA,I worked at Principal Financial Group ,The benefits and PTO are good.,Everything about the Denver office.
2016-07-28,Financial Advisor,Former Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,"Great Company, Tools and superior products.",You may be left alone or thrown to the wolves.
2016-08-05,Worst job experience I've ever had.,Former Employee - Claims,"Des Moines, IA",2.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time,"Good benefits, somewhat decent pay, and the training is pretty good, but there is definitely room for improvement. Benefits start on day one.","No opportunity for growth, major micromanagement, help is only available during scheduled ""question time"", lots of favoratism, and a very heavy and stressful workload.  Some managers don't even know how to do the job of the people they manage.  They just look at reports and listen to your phone calls and spy on your computer."
2016-07-27,Good Place,"Financial Representative, Princor Registered Representative","Tarpon Springs, FL",4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group  for more than a year,Great place depending on your managing director,None that I can think of
2016-07-15,Compliance Analyst,Current Employee - Compliance Analyst,"Des Moines, IA",4.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for less than a year,"Great company culture and benefits. Many driven and ambitious people, lots of learning opportunities. Flexible work life.",Disconnect between the different divisions. Very few opportunities outside of Des Moines.
2016-07-13,Assistant Director,Former Employee - Anonymous Employee,NA,4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time,"Good people to work with
Opportunities
Great IT  opportunities","""Too big""
More concern for all employees"
2016-07-11,Financial Advisor,Current Employee - Financial Advisor,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 5 years,"Flexible schedule that pairs well with being a mother, great benefits, excellent resources to help you be successful at building your business. Good support in the back office to get business done. Very rewarding helping people achieve their financial goals.",Hard work and desire to achieve goals is a necessity. The grind never stops when looking for new business in the first five years.
2016-07-22,Project Analyst,,NA,3.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,Great work life balance offering flexibility. There are a lot of great employee benefits with a comprehensive benefit package.,To many chiefs. Difficult to get buy-in from management when suggesting anything outside of the box.
2016-07-05,Individual Investor Specialist,,"Des Moines, IA",4.0,NA,NA,I worked at Principal Financial Group ,"Excellent Pay, Good Support of Immediate Supervisors and Managers, Excellent Training",A Company of this size should provide better and more comprehensive Health Insurance
2016-07-07,Implementation Manager,,NA,3.0,NA,NA,I have been working at Principal Financial Group  for more than 3 years,"flexible work schedule, good benefits","management is horrible. If they do not like you are basically ""black listed"""
2016-06-25,Principal Employees,Current Employee - Defined Benefit Technician,"Mason City, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,"Amazing benefits and opportunities for growth. Top rated company, even if the job sucks you stay for the company and the perks and balance of work and life.","Lots of overtime due to baby boomers, just in this position."
2016-05-31,Good benefits,Former Employee - Anonymous Employee,"Raleigh, NC",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,"Good benefits, adequate time off, company has good ethical reputation","Like any place else, promotion is based on who you know"
2016-05-24,Great Benefits,Current Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,"Great benefits, good resources, good location, great pay",slow advancements unless you move to Des Moines
2016-06-21,Manager,,NA,1.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group ,"Benefits are OK, work schedules are OK, work environment is OK, technology is OK sometimes","Senior Management appears dysfunctional, HR is mediocre on a good day , Job opportunities are limited, Culture is challenging if you weren't born into the company, financial pressures and low stock price mean that jobs are being eliminated or not filled.  Too many people in one location creates high risks and the passive aggressive behaviors by some middle managers in corporate who operate above their knowledge level.  A lot of money being spent on fixing the place up."
2016-06-23,Call Center,Individual Investor Specialist I,"Des Moines, IA",1.0,Doesn't Recommend,Disapproves of CEO,I worked at Principal Financial Group  for more than a year,Pay and benefits were pretty good.,"I was tricked into a call center position. They said it would be light phone duties but I was taking 60 calls a day. No options to move up or out of the center. I understand they are good for the Des Moines Area but I would never recommend working there.

Mid-level managers have no say in anything and aren't allow to manage."
2016-05-11,Pretty good,Former Employee - Anonymous Employee,NA,4.0,NA,NA,I worked at Principal Financial Group full-time for more than a year,"Company had good programs, benefits and positions.",Didn't handle some management issues as quickly or effectively as most companies - but they have good HR resources to handle
2016-05-23,Worked at The Principal for 3 years,,NA,3.0,NA,NA,I worked at Principal Financial Group ,"Good learning curve.
Good work life balance.",Office politics gets in the way sometimes
2016-05-08,Counsel,Current Employee - Anonymous Employee,NA,4.0,Recommends,NA,I have been working at Principal Financial Group full-time for more than 10 years,It's a good culture and there are great people to work with.,The company knows that there are not a lot of other similar employment opportunities in the Des Moines area and takes advantage of that.
2016-05-07,GREAT WORK ENVIRONMENT WITH GROWTH POTENTIAL,Former Employee - Under Writer,"San Diego, CA",5.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 3 years,"great benefits, pay is good, chance for advancement, paid classes for growth or position. Its a very  team played environment and everyone is included in all aspects of the Companies progress and future en devours, many outdoor activities, many team oriented events, very fast paced and able to make alot of money very fast","14 hour days and weekends, as an Underwriter i was there all the time, hardly had time to take a breath. Learn Quickly, people come and go to much for them to handle. Doggies dog eat dog environment. Only the hungry survive, lots of moving if you are a agent. mostly women, surprisingly 70-30 i would say."
2016-05-09,SAY No to Claim Life if you want to Live Your Life,Current Employee - Senior Claims Examiner- Claim Analyst,"Des Moines, IA",3.0,Doesn't Recommend,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"All of the fringe benefits are positive- 
Flexible in the hours you actually work, good food , healthy options and homemade options with on site cafe, good work out facility, decent benefits, clean working environment.","Management is cliquish, HR is sub-par, and the salary can be at the bottom of the range
They are working on this in the claims department trying to bring up the pay to be on par with other claims departments in the area. 

If you are hired hourly you are expected to work 50 plus hours as needed.  Which ends up being all the time. So the flexibility is just in the hours you work but you will actually be working all the time. Good if you just want to make money and have no life.

Claim work is exhausting.  It has a very high burnout rate and management does not have a clue on how to fix the problem- which seems simple HIRE more people and increase retention of the employees you already have,  by treating them better! 
Career opportunities are non existent in the Claim department."
2016-05-04,financial advisor,Former Employee - Anonymous Employee,"New York, NY",5.0,NA,NA,I worked at Principal Financial Group full-time for more than 8 years,helping client with financial needs,commuting to work was inconvenient
2016-04-29,Good Company,,NA,4.0,NA,NA,I have been working at Principal Financial Group ,"Work/Life Balance
Flexibility is a plus",A big company can have a lot of red tape
2016-05-11,Investment Officer,,NA,3.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group ,"People, culture, location, work, life","pay, travel. comp. benefits, toliets"
2016-05-08,Director,Current Employee - Anonymous Employee,NA,2.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time,Flexibility and location and over investment into facilities.,"Management is cliquish, HR is subpar, and salarys can be at the bottom of the range."
2016-04-21,Claims Examiner,Claims Examiner,"Altoona, IA",5.0,Positive Outlook,Approves of CEO,I have been working at Principal Financial Group  for more than a year,Great company. Currently renovating entire headquarters campus.,Claim examination can take a lot out of you.
2016-05-06,Good company to work with.,,NA,3.0,NA,NA,I have been working at Principal Financial Group ,Flexible timings for all employees,Do not have option of working from home.
2016-05-01,No more my forever job,Current Employee - Anonymous Employee,NA,3.0,Doesn't Recommend,NA,I have been working at Principal Financial Group full-time for more than 10 years,Salary is decent as well as the benefits. Most jobs are becoming eligible for work form home opportunity.,"Employees are numbers, as in production and quality."
2016-04-25,Company Review,Former Employee - Anonymous Employee,"Atlanta, GA",3.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group full-time for less than a year,"Good name, easy to work for.",They could offer better technology to make your job easier.
2016-04-09,Director,,NA,5.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,"Great place to work, love it",None....this is an amazing place
2016-04-19,Investment Rep,Current Employee - Anonymous Employee,NA,2.0,Doesn't Recommend,Neutral Outlook,I have been working at Principal Financial Group full-time,"flexible work hours 
strong product offering
ok benefits and 401k",Poor back office follow up ..  Nobody really cares if you succeed or not
2016-04-05,Great company,,"Cincinnati, OH",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,Benefits and compensation. Opportunities for growth.,Corporate culture and policies are inconsistently adhered to or followed in field offices.
2016-03-21,Sales Representative,Current Employee - Sales Representative,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than a year,"Principal offers great benefits, a lot of autonomy, and there are many opportunities to grow. The training program is strong","Product prices slightly higher than the market which can make it harder to win competitive sales presentations. No real CRM to store information or create notes, everyone seems to keep excel files."
2016-04-25,Poor Management,Former Employee - Senior Account Executive,"Indianapolis, IN",1.0,Doesn't Recommend,Neutral Outlook,I worked at Principal Financial Group full-time for less than a year,Has great products and services,"Management rules by intimidation. They preach work place balance, but when it comes times to ask for PTO or schedule a vacation, management fights you every step of the way."
2016-03-15,"Principal was a solid employer. If I would have had challenging work more consistently, I would probably still be there.",Former Employee - Data Modeler,"Des Moines, IA",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 10 years,"Principal offers really good benefits and perks including both a 401(k) and a Pension. They have an excellent culture that puts people first, and have a strong focus on Diversity and Inclusion.","Principal is pretty up-front that their salary is at the mid to lower end of the market. As an IT professional, there wasn't a consistent volume of intellectually challenging work for me to engage in."
2016-03-17,Financial Consultant Sr.,Savire,"Monterrey, Nuevo León",5.0,Recommends,Positive Outlook,I worked at Principal Financial Group  for less than a year,Its a company in which you can learn a lot,it do not have growing for their employees.
2016-03-30,Solid employer,Former Employee - Anonymous Employee,NA,3.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 10 years,Solid company great business model,Management and not enough accountability
2016-03-15,Great Company,Current Employee - Distribution - Sales (Pension),"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"Outstanding retirement plans, strong matching on 401K and a Cash Balance PENSION.   Really value work/life balance.  Nice campus with tons of amenities on site.","Principal is still an insurance company at its core, so if you are looking for a TRUE hardcore investment management company, this isn't it.  Sometimes wish our investment product line would be deeper."
2016-03-15,Administrative Assistant,Former Employee - Administrative Assistant,"Des Moines, IA",4.0,Recommends,Neutral Outlook,I worked at Principal Financial Group full-time for more than 8 years,"The work/life balance, workout area, people, pay, training and more.",Struggling with the position and what they needed from me and what I needed from them.
2016-03-13,Fantastic Company,,NA,5.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,"Great Work Life Balance, and had great mentor-ship from everyone one my team!",None! I loved working at the company.
2016-03-24,Senior manager in marketing,Senior Manager,"Tampa, FL",2.0,Doesn't Recommend,Disapproves of CEO,I have been working at Principal Financial Group  for more than 5 years,Good salary and medical benefits,Patronage ridden with loyalists to Des Moines hdg. Not innovative. Even tried to sell expensive mutual funds to own employees. Will rip off their own clients. A dull workplace.
2016-03-13,Product Advisor,,NA,4.0,NA,NA,I worked at Principal Financial Group ,Great benefits and perks to those who had been there a long time.,Decentralized management model lead to many decisions tricking down.
2016-03-11,Sales Rep,Former Employee - Outside Sales Representative,"Los Angeles, CA",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 10 years,Great company. Solid cash flow . Very stable,Big ships turn slowly. Midwest values aren't shared everywhere in the country.
2016-03-12,Project Manager,Project Manager,"Doylestown, PA",5.0,NA,NA,I worked at Principal Financial Group ,Fabulous work environment and great atmosphere,"""cubicle"" atmosphere that I was not fond of"
2016-03-12,Great Company,Financial Services Representative,"Fort Worth, TX",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,"Good level of freedom, ability to work remotely, and good Commission structure.","Commission only, no leads distribution for all agents, only to top dogs. Sink or swim type company"
2016-03-10,Great first job!,Systems Liaison II,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,Great work life balance in my area (e.g. can take PTO whenever needed); leaders are perceptive to when change is needed/wanted,Wish it was easier to work from home or if there were more locations around Des Moines to work from
2016-03-11,Minorities Be Careful,Current Employee - Support Specialist,"Des Moines, IA",3.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time for more than a year,"Great company, awesome big company perks, and has a mostly great overall culture.

Work schedule is sorta flexible, they don't care if you're late if it is less than 30 minutes you don't even have to call in. You can flex up to hours per week with management approval. Some people can work from home. I have almost never had a problem getting time off.

I have met Dan Houston in passing a few times. I shook his... hand and saw him at the grocery to once, and he spoke. I have never met any other CEO in a casual setting.","My direct boss is not a critical thinker. My department requires a college education for even the lowest level entry job but my manager doesn't have one. My boss is a dinosaur that doesn't know how to use our computer tools or interpret new data beyond the obvious. Honestly, the type of general incompetence that my boss displays as a manager is like none other that I have seen. I also I think this person has a bias... against black males or perhaps males in general. My boss does not remember names of guys that report to them and usually makes decisions that lean toward women when a disagreement happens even if they are obviously fundamentally wrong when compared to guidelines. 

There is not a lot of ethnic diversity and not a lot of diverse thinkers.

When I was hired I had more work experience than my peers that started at the same time and 4 year college degree. Yet fresh graduates get paid more than I do who started after me.

I think that it is possible that some of the resistance that I have felt could be because I am a minority. I am not say that my coworkers are bigots, I am just treated differently. It also doesn't help that my direct manager has been creating a negative narrative. 

I can't give the culture a high score because I am being mistreated, even though outside of my department has been a completely opposite experience.

Benefits are not as good as Wells Fargo.

Their might have been a lot of opportunities for me but my manager has made advancement and even transferring impossible.

HR is not really responsive. They never followed up with me even via email.

I would never recommend my company or department to any black male. Outside of that I might recommend them a non minority if I got a paid referral.

6 month outlook? I am sure they'll be around but sometimes I wonder. My department percentage of the overall revenue stream is probably less than 1% overall."
2016-03-08,Long Time Employee,Current Employee - Iowa,"Des Moines, IA",5.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 10 years,Meaningful Work.  Ability to influence organizational strategy,Large company makes collaboration and coordination difficult
2016-03-22,Good Company,Current Employee - Leader,"Des Moines, IA",3.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,In the right markets both domestically and abroad.  Good opportunity for company to be successful. Retirement benefits solid. Flexible healthcare program.  Work life balance. Modernizing office space.,Many long-term leaders - creates good depth of knowledge/expertise but stifles innovation and opportunity.
2016-03-03,Good,,NA,4.0,NA,NA,I worked at Principal Financial Group ,Good place to work with nice people and being extremely customer focused,Sometimes a bit slow to respond to changing market conditions
2016-03-02,New Business Case Coordinator,,NA,5.0,NA,NA,I have been working at Principal Financial Group ,Everything is great here,I don't have any cons and this moment.
2016-03-01,"Started as an intern, didn't want to leave",Current Employee - Communications Specialist,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for less than a year,"Extremely flexible work environment--I can work from home when the weather is bad and it's unsafe to travel or if I'm not feeling well, which is a huge plus. You can also work in a variety of places on-campus besides just your desk--lots of cool collaborative spaces, and my favorite is the art gallery. Great coworkers and great people who love what they do and care about doing what's best for customers. Good... benefits and fair compensation for your experience. Senior leaders are very open and approachable and willing to answer questions--I've had at least 3 opportunities to network or attend Q&A sessions in the 9 months I've been here so far.","At this point, I honestly have none. I've had the best possible first ""real"" job experience a person could ask for. I suppose we still need to catch up with better technology tools in some places but that's always a work in progress."
2016-02-25,Ok,Client Service Associate,"Pleasanton, CA",4.0,Doesn't Recommend,NA,I worked at Principal Financial Group  for more than 3 years,Good people to work with,"Managers carry the ""God"" complex"
2016-03-26,Be wary of the guilded cage.,Analyst,"Des Moines, IA",1.0,Doesn't Recommend,Negative Outlook,I worked at Principal Financial Group  for more than a year,"Very favorable and friendly to all females, lots of social women in leadership classes, women in the workplace classes, how women can best handle stress, financial advising for women.   Nice buildings easy access to the skywalk system.  Benefits appear to be nice but do your research Principal takes advantage of many loopholes to ensure you can't really have or use your benefits.  In the end the end, the benefits... are no better than any other insurance or financial firm in town.  Frankly benefits at other major employers in town are better.  You won't have to work very hard particularly in management because social hour is every hour if you are selected to be part of their Greek social letter. At the Principal the edge that will take you far is your unabashed flattery of management.  Principal is an easy target for another organization to acquire.","MICRO-MANAGEMENT be ready for your leader needing to read and critique every email you write.  The current management is:  If you were not capable of performing your job, but were part of the selected social order then you were considered management material and are now part of management.  Principal states that they want new ideas, this is unequivocally false, the only ideas that are to be entertained are the... social order's ideas.  The technology at principal is laughable at best, backwards hardly describes it.  The new technology is all about having more social hour meetings.  It now enables the do nothings to do nothing from home well perhaps make it easier to micro-manage the staff.  Analysis Paralysis - the best way to cope with this is to create an analysis that supports the existing status-quo or the preconceived notions of management.  If something is incorrect or wrong never ever bring any attention to it, if it runs counter to any existing practice.  Outsourcing is the future of Principal, if you work here or are thinking about working here understand and embrace that fact.  The management team is a self-serving social group,  they will talk about you behind your back, remember that when they talk about others to you.  Management will not be truthful with you, yet demonstrate a holier than though attitude, remember they are always correct and The Principal Corporation is always correct."
2016-02-17,Big Company Style,Former Employee - Research Analyst,"Des Moines, IA",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 10 years,"Big company in terms of number of employees and size of campus. Nice cafeterias, great wellness facilities, good benefits. When I left it was company that had a defined contribution, defined benefit, and employee stock purchase plan. Great ways to save for retirement.","Leadership can be hit or miss depending on  the department. Some leaders have progressed based on their networking and political skills as opposed to their leadership skills and technical knowledge. With that said, there are also some very good leaders."
2016-02-17,Investment Operations,,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,"Great company, friendly environment, always different events held for socializing, great work life balance. Very nice building facility and amenities","not much downside, very good company who I would recommend to anyone"
2016-02-04,Client Service Manager,Former Employee - Client Service Manager,"Spokane Valley, Spokane, WA",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for more than 10 years,benefits are awesome and so are the people you work with,need to be extremely organized as with any public company they will pus you to do more with less
2016-02-04,Intern,Intern,"Ames, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group  for less than a year,Family focused culture with good work-life balance. People are friendly and helpful.,Work can be focused on tenure as opposed to performance.
2016-02-18,Good Company,,NA,3.0,NA,NA,I worked at Principal Financial Group ,use latest technologies in the field,"very small teams, no need of team co-ordination"
2016-01-29,PFG,Current Employee - Manager,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 8 years,"Flexible schedule, work environment, great co-workers, opportunity to work with others.",None at this time. Thanks.
2016-01-28,The only place for me!,Manager,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,"The people, the work we do, the culture, and benefits make this a great place to work.  Fantastic new workspaces that are bright open and create collaboration.",just like any large company it sometimes takes a while to make necessary changes/improvements
2016-01-27,Best organization I've worked for,Current Employee - Manager,"Des Moines, IA",5.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group full-time for more than 10 years,"Best flexibility of any company I've worked for.  Strong collaborative environment, unquestionable integrity, caring team members and leaders, focus on development of employees, and good benefits and amenities.","Quality of leadership and culture can vary from department to department, but that's true of large companies."
2016-02-28,Good company but doesn't pay employees well,Current Employee - Anonymous Employee,NA,1.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group full-time,Overall good company to work for. Offer good work life balance and good benefits. Provides good career advancement as well.,Don't expect to earn what you are worth they don't reward employees for hard work they only reward the senior executives and ignore the hard working everyday employees.
2016-02-26,Roseville CA Office,,"Roseville, CA",1.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group ,There are not any pros to working in this office,Both the principal and the director hand pick who they will help be successful.
2016-01-21,Song work ethic,,NA,4.0,NA,NA,I have been working at Principal Financial Group ,PfG has strong work ethic. They are very family friendly.,Kind of boring at times can be very slow with calls and some people can be hard to help
2016-01-14,Good place to work - Still have a Pension,Former Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,Good leadership. Still have a Pension for employees,Large company - easy to hide for some employees
2016-01-18,Sales rep,Sales Support Specialist,"Houston, TX",3.0,Recommends,Neutral Outlook,I have been working at Principal Financial Group  for more than 3 years,Good brand.  Committed to the retirement business .  Overall ok company to work for just very antiquated and need some fresh thinking and ideas,Lame culture.  Very top heavy organization .. Very poorly run.. Very inefficient too many layers of management .  Management is disconnected
2016-01-03,Intern,,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,Great company culture and benefits,"None, I loved the company!"
2015-12-30,Review,Investment Counselor,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group  for less than a year,"Great place to work. They train you to work with all products, get you fully licensed, and give excelemt sales training.",This role comes with a lot of service work as well. Also you are doing your business strictly over the phone.
2016-01-28,Broker Dealer Services,Former Employee - Anonymous Employee,NA,1.0,NA,NA,I worked at Principal Financial Group full-time,"Great benefits, great management (Princor BDS), they are knowledgeable in all areas and if they will go above and beyond to find any answers that they don't have themselves. They support your growth, listen and actually APPLY feedback from their employees and fight for their teams to upper management if changes need to be made. Employees are treated like adults  (as opposed to competitor companies in the DSM area). ... There was quite the opportunity for growth and positive encouragement from management if the choice was made to leave the department. The company does a lot (in my opinion) to show appreciation and gratitude for employees. My co-workers were all on the same page and there to get the job done & ease the workload. Opportunity for overtime depending on the workload.  I would work here again & recommend the company to others. Granted this was just my experience with Princor BDS & I can't speak for other areas but the department I was in was a group of warriors all the way to middle management and they made it an enjoyable experience to work for Principal.","No cons to Broker-Dealer Services at all. Overall, the company has a corporate feel, you can get lost in it if you don't truly understand where your department fits in. Upper management could maybe stand to listen to ideas of middle management or new employees to the company & needs to be quicker at applying changes once a decision has been made to do so but other than  that..."
2016-01-04,Change,Former Employee - Anonymous Employee,NA,3.0,Doesn't Recommend,Positive Outlook,I worked at Principal Financial Group full-time,Conservative Midwest Company with potential. Going through a lot of restructuring and change that might create opportunities for career advancement or change.,"Lack of direction, lack of leadership, lack of loyalty, bottom line is all that really matters. Cuts in pay, bonuses and incentives are common."
2015-12-12,Great company!,Former Employee - Individual Investor Specialist,"Grand Island, NE",4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time for less than a year,"Great benefits, good hours, good management",Working in a call center is not fun
2015-11-30,Nice place to work,,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,Great work life balance.  Very stable employer.  Salary is good.  They pay for performance.,"Depending on the area you work in, it's hard to get ahead.  Some areas are top heavy which makes advancement for lower level employees hard."
2015-12-04,Great place to work,Current Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,A fantastic company with a lot of upbeat people and a tremendous amount of opportunity to grow. The amount of different types of businesses means there's always a possibility to advance.,"The company culture can be somewhat U.S.-centric, which is a disadvantage to their global presence. Benefits are good, not great."
2015-11-27,My Personal Opinion,Current Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,Easy to get things done at all levels.,A little behind the curve when it involves industry technology uses for advisors.
2016-01-01,Advisor,,NA,1.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group  for more than a year,The group benefits department is great to work with and will bend over back words to help advisors obtain this business.,"This company's only interest is life/disability insurance, period.  Anything beyond that they do little to support or encourage.  Unless you plan on an office in one of the business centers, you won't make it on your own with the proposed payout grids.  They will take 55% of every dollar you make."
2015-11-25,Nice working environment,Summer Intern,Hong Kong,4.0,NA,NA,I worked at Principal Financial Group ,"People are very nice and friendly, willing to help and give advice to you
you can have a good work-life balance in here
the company really value the people",internship programme was not that structured
2015-11-25,Intern,,NA,5.0,NA,NA,I worked at Principal Financial Group ,"-Dynamic workplace
-people are nice and caring",Everything is good from my observation. Need more time to explore...
2015-11-23,Great Company,,NA,5.0,Recommends,Positive Outlook,I worked at Principal Financial Group ,"Super ethical, great people to work with, everybody is friendly, laid back environment, huge campus",not many cons. the only con for me was the location because I prefer the east coast.
2015-11-18,Glad I landed here!,Current Employee - Sales Support Specialist,"Des Moines, IA",5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"* Work/Life Balance
* Awesome Benefits Package
* 401(k) Match Program
* Company Culture
* Company Philanthropy and Community Involvement
* Lots of Inter-Company Opportunity","* Pay could be more competitive for various positions.
* Corporate can be a drag depending on what department you're in; some departments have great culture and comrodery with an emphasis on team building, while others are more rigid with getting to know and enjoy your coworkers as less of a priority."
2015-11-17,Client Service Associate,Client Service Associate,"Spokane Valley, Spokane, WA",4.0,NA,NA,I worked at Principal Financial Group  for more than 5 years,"Training, team environment, technology, benefits, PTO, flexibility of work hours.","High stress, deadlines, constant changes in team structure"
2015-12-02,Great benefits.,Former Employee - Anonymous Employee,"Grand Island, NE",3.0,Doesn't Recommend,Positive Outlook,I worked at Principal Financial Group full-time for more than 8 years,PFG has really great benefits!  Their tuition reimbursement is one of the best.  The 401k has a really good match formula as well.,It's a great place to work except for their call centers.  The policies that govern the requests for time off extremely difficult to deal with.  Dr appts are almost impossible to schedule. They also changed their performance reviews. They went from an analytical numbers and results based system to a much more subjective narrative system designed to make it easier to not have to give as many raises as before.
2015-11-16,slow to adapt,Financial Advisor,"Des Moines, IA",2.0,Doesn't Recommend,Negative Outlook,I have been working at Principal Financial Group  for more than 5 years,"well known, nice people. they started renovating the work place so it's a lot nicer now. They seem to be conservative so unlikely to go out of biz if another collapse happens.","slow to change, old school middle management without much vision. they spend millions on consultants instead of listening to some of their younger talent."
2015-10-27,"Good Company, Tough getting going",Current Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,Principal has great products and great people that are excellent resources for Principal's sales force. Leader in retirement plans and working with small to medium sized businesses.,Tough to get started in financial services unless you can go out and find a book of business to purchase. Given a four month transition salary but unless your an experienced agent its pretty tough after the first year and you have called everyone you know.
2015-10-23,National Director,Former Employee - Anonymous Employee,NA,4.0,Recommends,Positive Outlook,I worked at Principal Financial Group full-time,"Great people, a variety of roles available",Can be slow to see change in such a large organization
2015-10-20,Financial Advisor,Current Employee - Anonymous Employee,NA,5.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time,"Top company to work for women, minorities, and young professionals. This company truly embodies it's motto to ""Embrace Diversity.""",I am with a DBA of PFG and believe that working directly with PFG would be more advantageous.
2015-11-03,Be Careful-Business Center vs. Corporate Office very different!,Current Employee - Marketing Coordinator,"Tampa, FL",2.0,Doesn't Recommend,Positive Outlook,I have been working at Principal Financial Group full-time for more than 3 years,"Great benefits:  Health, Dental, Vision, 401K, Pension","Aside from the standard benefits offered above, ALL other benefits (i.e. work/life balance, discounts, jeans day, etc..) pertain to employees working in the corporate office only."
2015-10-20,Sales Rep,,NA,4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group ,Graet company. Really good team. Very cognizant of work life balance.,A little slow on change sometimes.
2015-10-16,A company that genuinely cares about its employees,Current Employee - Anonymous Employee,"Des Moines, IA",4.0,Recommends,Positive Outlook,I have been working at Principal Financial Group full-time for more than 10 years,Great environment; focused on development - with opportunities to develop; Leaders keep it real; believes in corporate responsibility and lives it; family atmosphere - teamwork matters and is rewarded. Global company. Looks to do things well and with integrity. Cares about the customer.,"Good ole boys club in many areas... If you're not a boy - good luck. Behind the 8 ball when it comes to reliable, cutting edge technology/systems (though this is getting better)."
